psid,pid,study1,dpIssue,dpCondition,newsArticle,collaborationCondition2,pretest1,pretest1ind,collaborationCondition,random,result.score,representativeName,representativeLastName,representativeParty,representativeOppositionParty,representativePartyName,representativeState,representativeDistrict,attack,goodComplete,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_3,Q15_4,Q15_5,Q16_1,Q16_2,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q32,Q33_1,Q33_2,Q33_3,Q33_4,Q34_1,Q34_2,Q34_3,Q34_4,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55_1,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81,Q82_1,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98_1,Q99,Q100,Q101,Q102,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q103_6,Q104,Q105,Q106,Q107,Q108,Q109,Q110,Q111,Q112,Q113,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121_1,Q122,Q123,Q124,LocationLatitude,LocationLongitude,LocationAccuracy
kpNgzR0iscH6qZRbNGgn6A**,,1,2,3,2,1,3,1,1,1,2,Nicola Tsongas,Tsongas,D,Republican,Democratic,MA,3,for being too conservative,1,1,1,37,1,1,3,4,3,1,,,,1,7,91,51,75,90,3,3,3,3,3,3,5,1,1,1,1,6.079,11.508,13.874,2,safari,1,4.767,4.767,14.11,1,galaxy,1,0,0,30.023,0,,1,1,0,0,18.801,0,1,1,1,,1,,,,,She's republican.,,2,I have no reason why.,1,1,,,,,,,,,1,1,1830,4908,1,1,7,,,,91,2,2,2,12,I don't have feelings towards her.,1,,,,,,1,,6,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.70840454,-71.14350128,-1
kpNgzR0iscEf_vPhnAg_rg**,,2,1,3,3,1,1,2,4,2,,Jeb Hensarling,Hensarling,R,Democrat,Republican,TX,5,for being too conservative,1,2,1,18,1,1,3,3,2,,1,2,,1,1,50,41,95,49,3,1,3,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,75158,3564,1,,,,1,50,4,5,3,6,,4,12,dont know anything about him,1,1,,1,3,3,3,50,8,6,6,6,6,6,6,6,8,6,1,1,,,1,2,3,2,1,1,,1,,,,,3,51,11,16,16,32.59559631,-96.55840302,-1
kpNgzR0iscHA1jswe9LyjA**,,1,1,2,1,1,3,1,1,1,3,Jared Huffman,Huffman,D,Republican,Democratic,CA,2,for being too conservative,1,2,1,49,1,1,6,6,1,,,,2,1,7,75,51,75,91,4,4,4,4,4,4,4,1,1,1,1,5.088,5.088,15.238,1,Safari,1,2.564,2.564,7.425,1,Galaxy,1,2.668,2.668,8.384,1,Lactose,1,1,0,0,12.736,0,1,1,1,,1,,,,,Already had 2 females with college,,2,Because I want the different perspectives of the people I picked,1,1,,,,,,,,,1,1,95482,5603,1,1,4,,,,80,2,2,2,14,"I like him and appreciate that he has made a point to make ""Town Hall"" type meetings in most towns and cities in his district in order to get a sense of what the people think are priorities.",1,,1,,,,,2,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.12660217,-123.2805023,-1
kpNgzR0iscG5_AZkpMU_Eg**,,1,2,2,1,3,3,2,4,3,2,Kay Granger,Granger,R,Democrat,Republican,TX,12,for being too conservative,1,2,2,6,2,4,5,4,1,,,,2,1,1,68,81,63,66,4,4,3,3,5,4,4,1,1,1,1,4.126,4.126,27.132,1,friday,1,3.608,3.608,8.883,1,galaxy,1,4.309,4.309,13.937,1,lactose,1,1,0,0,1.472,0,1,,,,,1,1,,1,,sdfghjk sdfghjk,2,ok with it,1,1,,,,,,,,,1,1,76132,1132,1,1,,,4,,6,7,5,5,9,hate his work,1,,,,,1,,,6,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.61579895,-97.39409637,-1
kpNgzR0iscE0zKWlfSFKMw**,,2,2,2,3,3,2,2,1,2,,Lynn Jenkins,Jenkins,R,Democrat,Republican,KS,2,for being too conservative,1,2,1,41,1,3,3,3,2,,2,2,,2,1,81,51,29,100,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,66086,4455,1,1,,,,61,2,2,2,8,,3,12, /  I feel that she should pay more attention to the people and the needs of those people.,1,,1,1,5,4,4,71,5,4,5,6,4,4,4,7,5,4,1,1,,,1,1,1,2,1,1,,,,1,,,3,50,11,16,16,39.11199951,-95.07939911,-1
kpNgzR0iscEOCxVnhbS2tw**,,2,2,3,2,1,2,2,2,2,,Charles Fleischmann,Fleischmann,R,Democrat,Republican,TN,3,for being too conservative,1,2,1,39,2,1,2,3,2,,2,2,,1,1,79,100,9,54,4,1,3,2,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37416,1015,1,,1,,,37,4,4,3,4,8,5,12,"I can only go by what my parents have said, and I don't think I should say it here on the computer",1,1,,1,4,5,2,65,5,5,5,6,7,6,5,6,6,6,1,1,,1,,1,4,3,1,1,,,,1,,,4,32,10,16,16,35.24719238,-85.06929779,-1
kpNgzR0iscGvM3Q0cKyiJg**,,1,1,3,2,4,3,2,3,2,0,Bill Posey,Posey,R,Democrat,Republican,FL,8,for being too conservative,1,1,1,36,1,2,3,3,3,3,,,,1,1,80,65,63,50,3,3,4,3,3,4,4,1,1,1,1,0,0,30.002,0,,1,5,5.14,24.488,2,galexy,1,0,0,30.015,0,,1,1,0,0,15.579,0,1,,1,1,1,,,,,femal,,2,none,1,1,,,,,,,,,1,1,32952,3571,1,1,,,,7,60,3,2,2,14,he has been around a long time,1,,,1,,,,3,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.25190735,-80.66069794,-1
kpNgzR0iscHeurN5WMzKlw**,,2,1,1,1,3,3,1,1,5,,Cathy McMorris Rodgers,McMorris Rodgers,R,Democrat,Republican,WA,5,for being too conservative,1,2,1,50,1,4,4,3,3,3,,,,2,1,19,20,19,81,3,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,99206,9206,1,1,,,,29,4,4,3,7,,3,11,no feelihgs,1,,1,1,3,3,3,3,6,6,5,6,7,7,5,6,6,5,1,1,1,,,1,2,2,1,1,,,,,1,,4,10,10,14,14,47.6566925,-117.3785019,-1
kpNgzR0iscHS7VHJ3dznfw**,,2,2,2,1,3,1,2,1,4,,Darrell Issa,Issa,R,Democrat,Republican,CA,49,for being too conservative,1,1,4,35,1,9,8,3,3,3,,,,2,6,80,50,40,71,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,92130,4890,1,1,,,,50,4,3,2,5,,3,12,do not know him well enough,1,1,,1,2,2,3,0,6,5,6,6,7,5,7,5,6,6,1,1,1,,,2,1,1,1,1,,1,,,,,3,65,12,17,16,32.95700073,-117.1978989,-1
kpNgzR0iscH-3bletr_i0A**,,2,2,3,1,2,2,1,4,4,,Rosa DeLauro,DeLauro,D,Republican,Democratic,CT,3,for being too conservative,1,2,4,31,1,6,6,1,3,2,,,,2,1,91,69,61,74,5,4,5,5,5,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6484,3166,1,,,,1,91,2,2,1,11,,1,15,Great,1,1,,1,1,1,1,66,4,5,6,7,8,8,7,8,7,8,1,1,1,,,1,5,4,1,1,,,1,,,,1,85,12,18,15,41.39480591,-73.45400238,-1
kpNgzR0iscEB_ieY59Tf_w**,,2,2,1,1,3,2,2,2,2,,Suzanne Bonamici,Bonamici,D,Republican,Democratic,OR,1,for being too conservative,1,1,1,57,1,3,3,4,2,,2,2,,2,1,30,9,50,51,3,3,3,3,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,97128,3539,1,,1,,,50,4,4,3,5,9,3,13,Have not  paid much attention,1,,1,1,2,2,1,4,7,7,6,6,8,7,6,8,4,6,1,1,1,,,1,3,3,1,1,,,,1,,,2,60,12,17,18,45.19490051,-123.2465973,-1
kpNgzR0iscEselzJUHotnQ**,,1,1,1,3,2,2,1,2,2,2,Xavier Becerra,Becerra,D,Republican,Democratic,CA,34,for being too conservative,1,2,4,35,1,1,3,1,1,,,,2,2,6,50,20,60,49,4,3,4,3,4,4,4,1,1,1,1,5.343,5.343,29.326,1,safari,1,3.046,3.046,7.451,1,galaxy,1,1.935,1.935,30.022,1,,1,1,0,0,11.02,0,1,,,,,1,1,,1,,I don't like to associate myself with the Republican party.,2,I think this group will work well together.  ,1,1,,,,,,,,,1,1,90031,2766,1,1,,10,,,50,3,3,3,12,"I have tried going to Xavier Becerra's office to make complaints about this that are happening in my neighborhood.  I have never spoken to him personally.  His aides are the only people I talked to.  We have complained numerous times about a specific neighbor and nothing has ever been done.  One of my other neighbors finally called the police.  The police, swat team and an ambulance was called and the problem was finally resolved.  The Xavier Becerra's staff did nothing to help us.",1,1,,,,,,5,,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.83529663,-117.914505,-1
kpNgzR0iscFG_le4Qw8WtA**,,1,1,2,2,1,3,2,3,1,3,Colleen Hanabusa,Hanabusa,D,Republican,Democratic,HI,1,for being too conservative,1,1,4,8,1,4,5,4,3,3,,,,1,1,70,70,39,50,3,2,4,2,3,4,4,1,1,1,1,7.688,7.688,12.044,1,safari,1,2.331,2.331,7.102,1,GALAXY,1,1.276,1.276,7.671,1,LACTOSE,1,1,0,0,8.512,0,1,1,,1,1,,,,,Education was high school where others had at lease some college.,,2,Being a leader involves making tough decisions.,1,1,,,,,,,,,1,1,96706,3517,1,1,4,,,,48,4,4,3,10,She is an average congress person but could be a lot better in terms of issues affecting us like health care and the debt limit. ,1,,1,,,,,4,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41160583,-158.0182953,-1
kpNgzR0iscGnsftquHgIig**,,1,2,2,2,4,3,1,3,4,0,Tom Cole,Cole,R,Democrat,Republican,OK,4,for being too conservative,1,1,3,13,1,2,2,1,1,,,,2,2,1,61,20,90,60,3,3,3,3,4,4,4,1,1,1,1,2.015,2.015,15.457,1,afria,1,2.062,2.062,10.504,1,deluxe,1,2.471,2.471,12.45,1,gluctose,1,1,0,0,13.922,0,1,1,1,,1,,,,,republican,,2,just because,1,1,,,,,,,,,1,1,73505,977,1,1,,,,9,33,4,4,4,11,not many,1,,,,,1,,,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.62660217,-98.34339905,-1
kpNgzR0iscG9nFPueP3eDg**,,1,2,2,2,3,1,1,4,2,2,Bill Posey,Posey,R,Democrat,Republican,FL,8,for being too conservative,1,2,1,14,1,2,3,5,1,,,,1,1,7,57,37,41,37,3,3,4,3,3,4,4,1,1,1,1,0,0,30.043,0,,1,9.447,9.447,17.766,1,galaxy,1,5.504,5.504,12.122,1,lactose,1,1,0,0,35.02,0,1,1,,1,1,,,,,characyeristic,,2,value,1,1,,,,,,,,,1,1,32926,4049,1,1,,,7,,53,3,2,3,12,neutral,1,,,,,1,,,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28160095,-80.76450348,-1
kpNgzR0iscH2l5zPd5ceEQ**,,1,2,2,2,1,2,2,2,3,2,John Barrow,Barrow,D,Republican,Democratic,GA,12,for being too conservative,1,2,2,51,1,9,6,6,1,,,,1,2,1,78,7,100,100,5,5,5,5,5,5,5,1,1,1,1,6.26,6.26,21.904,1,Safari,1,3.749,3.749,9.858,1,Galaxy,1,0,0,23.776,0,,1,1,0,0,21.012,0,1,1,,1,1,,,,,I chose 3 people based on some college or college degree as well as political party.,,2,"I would keep the group the same. If I changed one member of the group, there is a possibility that they would be left out as well. It's a tough decision, however, I would leave my group as originally chosen. ",1,1,,,,,,,,,1,1,30815,6436,1,1,4,,,,90,1,1,2,15,I support John Barrow in the majority of his endeavors. He is a people person and gets out among the community to discuss political issues and hear others comments. My only regret is he is not an advocate for the President changing the gun laws in our Nation.,1,,,,,1,,,6,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34570313,-81.97219849,-1
kpNgzR0iscEbqZO5l9yrvQ**,,1,1,3,1,4,3,1,2,1,3,Lois Capps,Capps,D,Republican,Democratic,CA,24,for being too conservative,1,1,1,28,1,6,2,4,3,1,,,,2,7,39,22,28,29,3,3,3,3,3,3,3,1,1,1,1,3.698,3.698,7.588,1,safari,1,2,2,6.749,1,galaxy,1,5.014,5.014,9.374,1,lactose,1,1,0,0,205.536,0,1,1,1,,1,,,,,only because it was the only republican,,2,"if I change, someone else will feel left out",1,1,,,,,,,,,1,1,93422,3068,1,1,,,,9,50,4,4,3,12,I don't really know much about her,1,,,1,,,,5,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2828064,-120.6595993,-1
kpNgzR0iscE41bk2l8d-jQ**,,1,2,1,2,4,2,2,1,2,2,Richard Larsen,Larsen,D,Republican,Democratic,WA,2,for being too conservative,1,1,1,47,1,8,4,2,2,,2,2,,2,1,79,25,39,49,3,3,3,3,3,3,3,1,1,1,1,6.754,6.754,15.893,1,safari,1,4.972,4.972,10.906,1,galaxy,1,0,0,30.023,0,,1,1,0,0,4.273,0,1,,,,,1,,1,1,,just wanted the females,2,stick wiyh your original decision,1,1,,,,,,,,,1,1,98277,4363,1,1,,,,4,69,3,3,3,12,have respect for him as a duly elected congressman,1,,,,1,,,,6,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0585022,-122.148201,-1
kpNgzR0iscEfRuF7lBkKnA**,,2,2,1,1,3,1,2,3,3,,Linda SÃ¡nchez,SÃ¡nchez,D,Republican,Democratic,CA,38,for being too conservative,1,2,4,17,1,1,3,4,1,,,,2,2,7,71,50,50,100,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90701,3856,1,,,1,,50,4,4,3,6,9,4,12,,1,1,,1,3,3,3,50,6,6,6,6,6,6,6,6,6,6,1,1,1,,,1,4,2,1,1,1,,,,,,3,52,11,16,16,33.71000671,-117.9477997,-1
kpNgzR0iscFq1f2F1-i_Yw**,,2,2,1,1,1,2,1,2,4,,,,,,,,,,,1,1,8,2,2,3,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.83540344,-122.3278961,-1
kpNgzR0iscHvEBAGXW9Q0w**,,2,1,3,1,3,3,2,1,2,,George Miller,Miller,D,Republican,Democratic,CA,11,for being too conservative,1,1,4,14,1,7,6,3,2,,2,2,,1,1,47,78,55,77,3,1,5,1,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,94526,3046,1,1,,,,65,3,3,2,6,,2,12,Professional,1,,1,1,3,3,4,41,6,6,4,6,8,6,4,4,6,6,1,1,1,,,2,2,1,1,1,,,,,,1,3,13,10,14,16,37.81289673,-121.9743042,-1
kpNgzR0iscEcn54LcUT8Ww**,,1,2,1,2,3,1,2,4,4,,,,,,,,,,,2,1,40,1,9,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00990295,-74.00730133,-1
kpNgzR0iscEcn54LcUT8Ww**,,1,1,1,3,3,1,1,1,1,,,,,,,,,,,2,1,40,1,9,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.00990295,-74.00730133,-1
kpNgzR0iscHJDf1o4l8JiQ**,,2,1,1,1,2,1,1,2,2,,Darrell Issa,Issa,R,Democrat,Republican,CA,49,for being too conservative,1,2,4,7,1,2,5,3,3,2,,,,1,1,60,63,59,70,3,3,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,92008,2800,1,,1,,,49,7,5,4,,7,2,11,bad influence,1,1,,1,2,2,2,22,4,8,5,4,6,6,6,6,6,5,1,1,1,,,2,3,1,1,1,1,,,,,,3,22,9,14,15,33.02839661,-117.1246033,-1
kpNgzR0iscHEMFFdPJCYkA**,,1,2,2,1,4,1,2,1,5,1,Earl Blumenauer,Blumenauer,D,Republican,Democratic,OR,3,for being too conservative,1,1,1,9,1,5,5,3,3,1,,,,1,1,77,66,67,84,3,3,4,3,4,4,4,1,1,1,1,4.105,4.105,30.771,1,aauu,1,5.5,6.441,13.438,2,accd,1,3.968,3.968,9.647,1,lactose,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,1,1,97206,3311,1,1,,,,7,60,3,2,2,13,none,1,,,,,1,,,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.584106445,101.0828857,-1
kpNgzR0iscFfMm_UVDbuEQ**,,2,1,2,2,3,2,1,1,5,,Vicky Hartzler,Hartzler,R,Democrat,Republican,MO,4,for being too conservative,1,2,1,34,1,6,3,3,2,,2,2,,2,1,86,71,24,96,3,3,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,65201,5513,1,1,,,,75,2,2,3,8,,2,13,satisfied,1,,1,1,3,2,3,0,7,6,5,7,5,5,6,7,6,6,1,1,,1,,1,4,3,1,1,,,,1,,,4,20,10,15,15,38.88169861,-92.40200043,-1
kpNgzR0iscEzRAB10DpcYA**,,1,2,3,1,3,1,2,3,3,0,,,,Republican,,,,for being too conservative,1,2,3,18,1,6,3,1,3,3,,,,2,7,59,35,54,100,3,4,2,5,4,5,5,1,1,1,1,2.34,10.901,14.476,2,other,1,4.4,4.4,13.027,1,aoco,1,2.066,2.825,9.925,3,no idea,1,1,0,0,2.557,0,1,,,,,1,,1,1,,Fine for me,1,No idea,1,1,,,,,,,,,1,1,98433,9843,1,1,,,9,,100,1,1,5,14,all right,1,,,,,,1,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.05580139,-122.5969009,-1
kpNgzR0iscF4U8joWxP4nQ**,,1,2,2,2,2,1,1,1,2,1,,,,Republican,,,,for being too conservative,1,2,3,26,1,4,3,2,2,,1,1,,2,1,77,76,30,78,4,3,5,3,4,5,4,1,1,1,1,4.232,4.232,18.862,1,africa,1,4.721,4.721,9.438,1,galaxy,1,2.687,2.687,22.796,1,waste,1,1,0,0,16.049,0,1,,,,,1,1,1,,,Just because democrat,2,Like the group,1,1,,,,,,,,,1,1,93618,2480,1,1,,5,,,76,3,2,3,13,I like to know that the Republican values are present in congress,1,,,,,1,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.65899658,-119.4065018,-1
kpNgzR0iscEdQXnTkDoADA**,,2,2,1,3,4,3,2,4,2,,Blake Farenthold,Farenthold,R,Democrat,Republican,TX,27,for being too conservative,1,1,1,30,1,9,5,2,3,2,,,,2,1,100,100,3,72,5,1,5,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,77414,8149,1,,,,1,100,1,1,2,11,,2,12,none,1,1,,1,4,4,4,1,4,6,4,8,4,4,4,8,4,4,1,1,,,1,2,1,1,1,1,,,,,,1,3,46,11,16,16,29.56359863,-95.28610229,-1
kpNgzR0iscFeoYy2uslsDg**,,2,1,1,2,2,1,2,2,2,,David Camp,Camp,R,Democrat,Republican,MI,4,for being too conservative,1,2,1,6,1,5,5,5,1,,,,2,1,1,30,14,17,78,2,3,4,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,48823,3786,1,,1,,,46,4,3,3,8,9,2,13,im uncertain,1,,1,1,3,3,3,0,8,6,6,6,6,6,6,6,6,6,1,1,,1,,2,1,2,1,1,1,,,,,,2,19,11,17,17,42.76269531,-84.44270325,-1
kpNgzR0iscG_1ND0HapujQ**,,1,2,1,3,3,2,2,2,2,1,Tom Cole,Cole,R,Democrat,Republican,OK,4,for being too conservative,1,1,1,12,1,5,6,4,3,3,,,,1,6,78,19,24,61,3,3,3,3,3,3,3,1,1,1,1,2.622,23.906,24.332,5,mozamb,1,1.639,1.639,7.293,1,galaxy,1,0.658,4.396,7.224,4,niggers,1,1,0,0,1.644,0,1,,,,,1,1,,1,,wut,2,fight me tirl faget ill bash u,1,1,,,,,,,,,1,1,73505,6710,1,1,,,9,,74,3,2,1,11,bring hte action,1,,,,1,,,,5,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.57980347,-98.48799896,-1
kpNgzR0iscH7sqXYIkJ0kg**,,1,2,1,1,4,1,2,1,4,0,,,,,,,,,1,2,1,12,1,6,5,2,2,,1,1,,2,1,38,52,46,33,5,4,5,4,4,4,5,1,1,1,1,5.165,5.165,15.631,1,far,1,1.62,1.62,4.461,1,lax,1,2.902,2.902,30.004,1,tse,1,1,0,0,2.44,0,1,1,1,1,,,,,,gsds,,1,,1,1,,,,,,,,,1,1,49001,4900,1,1,,,,14,63,1,1,3,9,,1,,,,1,,,,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.40029907,-157.7519989,-1
kpNgzR0iscEf08OEe_MjOQ**,,2,2,1,1,4,1,2,4,4,,Michael Mulvaney,Mulvaney,R,Democrat,Republican,SC,5,for being too conservative,1,1,2,49,1,4,4,1,3,3,,,,2,1,100,100,1,100,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,29720,6533,1,,,,1,100,1,1,1,11,,1,15,Accessability,1,,1,1,4,1,4,1,4,6,4,8,4,4,4,8,4,4,1,1,1,,,1,3,2,1,1,,1,,,,,5,9,9,13,13,34.76010132,-80.69300079,-1
kpNgzR0iscEAWdhMNZPmig**,,1,1,1,2,4,1,1,4,5,2,,,,,,,,,1,1,1,22,1,2,5,4,3,3,,,,1,1,19,30,39,63,5,4,4,4,5,5,5,1,1,1,1,1.976,1.976,18.589,1,safari,1,1.352,6.593,7.015,2,galaxy,1,2.428,2.428,18.698,1,mantese,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,43402,5112,1,1,,,,9,40,5,3,4,10,"If you mean John Bayner, not very positive.  Randomly feeling this study is all over the place.",1,1,,,,,,3,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.39889526,-83.65390015,-1
kpNgzR0iscGHnd9k-FOKrg**,,1,1,3,1,3,1,1,3,5,2,Janice Schakowsky,Schakowsky,D,Republican,Democratic,IL,9,for being too conservative,1,2,1,18,1,1,6,4,2,,1,2,,1,2,50,49,0,100,5,1,5,1,3,3,5,1,1,1,1,4.422,4.422,7.443,1,safari,1,3.413,3.413,7.083,1,galaxy,1,3.703,3.703,30.163,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,1,60660,3147,1,1,,,4,,0,6,5,5,9,not very competent,1,,,1,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.97590637,-87.70159912,-1
kpNgzR0iscF06d5Dvum_8Q**,,1,1,2,2,1,2,2,3,3,3,Mike Pompeo,Pompeo,R,Democrat,Republican,KS,4,for being too conservative,1,2,1,16,1,4,4,7,3,3,,,,1,6,41,0,25,53,3,3,3,3,3,3,3,1,1,1,1,3.411,3.411,12.003,1,safari,1,1.743,1.743,10.257,1,galaxy,1,9.55,9.55,18.128,1,lactose,1,1,0,0,108.198,0,1,1,1,,1,,,,,don't get along well with republicans,,2,someone has to be left out,1,1,,,,,,,,,1,1,67217,5551,1,1,4,,,,1,7,5,5,9,"distrust, dislike",1,,1,,,,,6,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.61279297,-97.36640167,-1
